Product Name,MRP,Short description
Men Navy Blue Pure Cotton Slim Fit Tartan Checked Casual Shirt,2199,"Navy blue tartan checks checked opaque Casual shirt ,has a button-down collar, button placket, long regular sleeves, curved hem"
Men Sea Green KINGZ SS IP Pure Linen Casual Shirt,2799,"Sea green solid casual shirt, has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Black Conversational Printed Comfort Fit Cotton Casual Shirt,2500,"Black Conversational printed opaque Casual shirt ,has a slim collar, button placket, long regular sleeves, curved hem"
U S Polo Assn Men Maroon Tailored Fit Pure Cotton Casual Shirt,2199,"Maroon solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Navy Blue And White Super Slim Fit Checked Pure Cotton Shirt,2799,"Navy blue, white, and beige checked Casual shirt ,has a cutaway collar, button placket, long roll-up sleeves, curved hem"
Men Blue Slim Fit Opaque Pure Cotton Casual Shirt,1999,"Blue solid opaque Casual shirt ,has a cutaway collar, button placket, long regular sleeves, curved hem"
Men Beige Premium Floral Printed Casual Cotton Shirt,2199,"Floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Black Solid Regular Fit Cotton Linen Casual Shirt,1999,"Black solid opaque Casual shirt ,has a cutaway collar, button placket, long regular sleeves, curved hem"
Men White Pure Cotton Slim Fit Printed Casual Shirt,1599,"White conversational printed opaque Casual shirt ,has a spread collar, button placket, 1 flap pocket, long roll-up sleeves, curved hem"
Men Khaki & Navy Blue Slim Fit Printed Pure Cotton Casual Shirt,2199,"Khaki micro ditsy printed opaque Casual shirt ,has a cutaway collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Olive Green Pure Cotton Floral Printed Casual Shirt,1599,"Olive green floral printed Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Slim Fit Micro Floral Printed Cotton Semiformal Shirt,2199,"Cream-coloured micro floral printed Semiformal shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Peach-Coloured Slim Fit Opaque Cotton Casual Shirt,2299,"Peach-coloured solid opaque Casual shirt ,has a button-down collar, button placket, 2 patch pocket, long regular sleeves, curved hem"
Pure Cotton Slim Fit Semiformal Shirt,2199,"Blue solid opaque Semiformal shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men White Slim Fit Printed Cotton Casual Shirt,1649,"White graphic printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Tartan Checks Cotton Casual Shirt,2299,"Tartan checks
Opaque Casual shirt 
Has a spread collar
Button placket
1 patch pocket
Long, regular sleeves
Curved hem"
Men Yellow Slim Fit Pure Cotton Casual Shirt,1999,"Yellow solid opaque Casual shirt ,has a mandarin collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
Slim Fit Printed Cotton Casual Shirt,2299,"White conversational printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Red Slim Fit Cotton Casual Shirt,1999,"Red solid opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Pure Cotton Slim Fit Semiformal Shirt,2199,"Pink solid opaque Semiformal shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Slim Fit Pure Cotton Casual Shirt,2199,"Solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Slim Fit Floral Printed Cotton Casual Shirt,1995,"Navy blue floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
U S Polo Assn Denim Co Men Rust Red Solid Slim Fit Pure Cotton Casual Shirt,2199,"Rust red solid Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Cotton Linen Casual Shirt,1049,"Blue solid casual shirt, has a mandarin collar, long sleeves, button placket, and curved hem"
Men Sport Slim Fit Windowpane Checks Pure Cotton Sustainable Casual Shirt,1998,"Green windowpane checks opaque Casual shirt
Has a band collar
Button placket
Long regular sleeves
Curved hem"
Plus Size Premium Slim Fit Pure Cotton Casual Shirt,3330,"Grey solid opaque casual shirt ,has a mandarin collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Blue & Yellow Slim Fit Checked Pure Cotton Casual Shirt,2199,"Blue tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Vertical Striped Casual Cotton Shirt,1099,"Orange striped opaque casual shirt ,has a mandarin collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Red Classic Slim Fit Tartan Checked Cotton Casual Shirt,2199,"Red tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Tartan Checks Casual Cotton Shirt,1999,"Tartan checks opaque casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White Slim Fit Printed Cotton Casual Shirt,1399,"White graphic printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Slim Fit Floral Printed Cotton Casual Shirt,1800,"Red floral printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, high-low hem"
U S Polo Assn Men White and Red Tartan Tailored Fit Pure Cotton Checked Casual Shirt,2599,"Product Details:
White tartan checked opaque Casual shirt
has a spread collar
button placket
1 patch pocket
short regular sleeves
curved hem"
Men Grey & White Slim Fit Windowpane Checks Opaque Cotton Casual Shirt,1999,"Grey windowpane checks opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Navy Blue Pure Cotton Solid Classic Casual Shirt,1399,"Navy blue solid opaque Casual shirt ,has a mandarin collar, button placket, long regular sleeves, curved hem"
Men Solid Cotton Slim Fit Casual Shirt,2025,"Solid opaque Casual shirt ,has a mandarin collar, button placket, 1 welt pocket, long regular sleeves, curved hem"
Men Red & Blue Checked Pure Cotton Reversible Casual Shirt,2799,"Product Details:
Red other checks opaque Casual shirt ,
has a spread collar,
snap button placket,
long roll-up sleeves,
curved hem"
Men Slim Fit Casual Cotton Shirt,3295,"Solid opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Cotton Colourblocked Slim Fit Casual Shirt,2025,"Black colourblocked opaque Casual shirt ,has a spread collar, button placket, long roll-up sleeves, curved hem"
Men White & Fluorescent Green Colourblocked Slim Fit Cotton Casual Shirt,1299,"White & fluorescent green colourblocked opaque casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Beige Striped Cotton Casual Shirt,3295,"Beige vertical stripes opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Multicoloured Tartan Checked Button-Down Collar Cotton Casual Shirt,6999,"Multicoloured tartan checked opaque casual shirt ,has a button-down collar, button placket, long regular sleeves, curved hem"
Men Blue Cotton Relaxed Buffalo Checks Checked Casual Shirt,2099,"Blue buffalo checks checked opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Plus Size Men Blue Comfort Regular Fit Solid Cotton Casual Shirt,2399,"Blue solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Blue Slim Fit Micro Ditsy Printed Cotton Casual Shirt,1699,"Blue micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Printed Cotton Casual Shirt,2199,"Blue micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Printed Cotton Casual Shirt,2499,"Blue micro ditsy printed opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White & Green Slim Fit Tartan Checked Pure Cotton Shirt,1999,"White and green tartan checked Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Comfort Tartan Checked Casual Cotton Shirt,2925,"Tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Band Collar Casual Cotton Shirt,1499,"Solid opaque casual shirt, has a band collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Solid Slim Fit Pure Cotton Casual Shirt,2699,"Blue solid opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Yellow Original Slim Fit Checked Pure Cotton Casual Shirt,2599,"Yellow checked opaque Casual shirt ,has a cutaway collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Super Slim Fit Pure Cotton Casual Shirt,2799,"Navy blue solid opaque Casual shirt, has a button-down collar, button placket, long regular sleeves, curved hem"
Men Floral Printed Casual Cotton Shirt,1499,"Floral printed opaque Casual shirt ,has a spread collar, button placket, 1 pocket, short regular sleeves, curved hem"
Men Spread Collar Casual Cotton Shirt,1499,"Solid opaque casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Comfort Casual Cotton Shirt,999,"Solid opaque Casual shirt ,has a mandarin collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Cotton Casuale Slim Fit Casual Shirt,1995,"Blue solid Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Slim Fit Standard Cotton Casual Shirt,2499,"Brown solid opaque Casual shirt ,has a spread collar, button placket, 2 patch pocket, long roll-up sleeves, curved hem"
Men Light Orange Colored Striped Cotton Slim-Fit Formal Shirts,2399,"Light orange colored striped opaque slim-fit formal shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Standard Slim Fit Casual Cotton Shirt,2499,"Grey solid opaque Casual shirt ,has a spread collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
Men Standard Slim Fit Casual Cotton Shirt,2499,"Olive green solid opaque Casual shirt ,has a spread collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
Men Green Regular Fit Pure Cotton Casual Shirt,2399,"Green solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Maroon Slim Fit Checked Pure Cotton Casual Shirt,1799,"Maroon checked casual shirt, has a spread collar, button placket, and curved hem"
Men Grey Striped Super Slim Fit Pure Cotton Casual Shirt,2399,"Grey vertical stripe opaque Casual shirt
Has a button-down collar
Button placket
1 patch pocket
Long regular sleeves
Curved hem"
Men Slim Fit Casual Cotton Shirt,3099,"Solid opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White & Grey Slim Fit Striped Cotton Casual Shirt,1799,"White, grey and peach-coloured striped casual shirt, has a spread collar, shorts sleeves, button placket, 1 paatch pocket and curved hem"
Men Blue Printed Cotton Casual Shirt,2399,"Blue micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Black Self Design Pure Cotton Casual Shirt,4599,"Black pinstriped self design Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue & Rust Classic Slim Fit Checked Cotton Casual Shirt,2399,"Blue and rust checked opaque casual shirt ,has a cutaway collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Slim Fit Pure Cotton Casual Shirt,1799,"Solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Cotton Slim Fit Checked Shirt,899,"Red other checks checked opaque Formal shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Black Solid Cotton Casual Shirt,1799,"Black solid opaque Casual shirt
Spread collar
Button placket
1 patch pocket
Long regular sleeves
Curved hem
Regular fit"
Men Slim Fit Button Down Collar Cotton Casual Shirt,3199,"Solid opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Tartan Checks Checked Cotton Casual Shirt,1799,"Tartan checks checked opaque casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Turquoise Blue Grid Tattersall Checks Slim Fit Pure Cotton Casual Shirt,1799,"Turquoise blue grid tattersall checks opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Tartan Checked Slim Fit Organic Cotton Casual Shirt,3999,"Blue tartan checked opaque casual shirt, has a button-down collar, button placket, long regular sleeves, curved hem"
Men Blue Pure Cotton Standard Slim Fit Tartan Checks Casual Shirt,2699,"Blue tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 2 welt pocket, long regular sleeves, curved hem"
